,uid,scenario,physical,document,witness,character
80,sdfghertesttest,20,clear_in,clear_ex,clear_ex,clear_in
81,sdfghertesttest,17,none,none,clear_in,none
82,sdfghertesttest,30,clear_ex,ambiguous,clear_in,clear_ex
83,sdfghertesttest,12,clear_in,clear_ex,none,none
84,sdfghertesttest,26,clear_in,clear_in,ambiguous,clear_ex
85,sdfghertesttest,1,clear_ex,none,clear_in,clear_in
86,sdfghertesttest,31,clear_in,none,clear_in,none
87,sdfghertesttest,19,ambiguous,ambiguous,clear_in,clear_in
88,sdfghertesttest,25,clear_ex,none,clear_in,none
89,sdfghertesttest,2,clear_ex,clear_in,ambiguous,clear_in
90,sdfghertesttest,11,ambiguous,none,clear_in,clear_in
91,sdfghertesttest,4,clear_in,none,ambiguous,clear_ex
92,sdfghertesttest,13,clear_in,clear_in,none,clear_in
93,A2W3Q8OCO18HEN,4,none,none,clear_in,none
94,A2W3Q8OCO18HEN,18,clear_in,none,none,none
95,A2W3Q8OCO18HEN,9,clear_in,none,none,clear_in
96,A2W3Q8OCO18HEN,12,clear_in,none,clear_in,none
97,A2W3Q8OCO18HEN,25,clear_in,clear_in,none,clear_in
98,A2W3Q8OCO18HEN,6,none,clear_in,none,none
99,A2W3Q8OCO18HEN,21,none,none,clear_in,clear_in
100,A2W3Q8OCO18HEN,13,none,clear_in,clear_in,none
101,A2W3Q8OCO18HEN,17,clear_in,clear_in,none,none
102,A2W3Q8OCO18HEN,23,none,clear_in,none,clear_in
103,A2W3Q8OCO18HEN,8,clear_in,clear_in,clear_in,none
104,A2W3Q8OCO18HEN,16,none,clear_in,clear_in,clear_in
105,A2W3Q8OCO18HEN,14,clear_in,none,clear_in,clear_in
106,A2W3Q8OCO18HEN,2,clear_in,clear_in,clear_in,clear_in
107,A2W3Q8OCO18HEN,27,none,clear_in,clear_in,none
108,A2W3Q8OCO18HEN,1,clear_in,clear_in,clear_in,clear_in
109,A2W3Q8OCO18HEN,5,clear_in,none,none,none
110,A2W3Q8OCO18HEN,30,clear_in,none,clear_in,clear_in
111,A2W3Q8OCO18HEN,3,none,clear_in,none,clear_in
112,A2W3Q8OCO18HEN,28,none,none,clear_in,none
113,A2W3Q8OCO18HEN,10,clear_in,none,none,clear_in
114,A2W3Q8OCO18HEN,22,clear_in,clear_in,none,none
115,A2W3Q8OCO18HEN,20,none,clear_in,none,none
116,A2W3Q8OCO18HEN,26,clear_in,clear_in,none,clear_in
117,A2W3Q8OCO18HEN,24,none,none,clear_in,clear_in
118,A2W3Q8OCO18HEN,29,clear_in,clear_in,clear_in,none
119,A2W3Q8OCO18HEN,11,none,clear_in,clear_in,clear_in
120,A2W3Q8OCO18HEN,19,clear_in,none,clear_in,none
121,A2W3Q8OCO18HEN,31,none,clear_in,none,clear_in
122,A2W3Q8OCO18HEN,15,clear_in,none,clear_in,clear_in
123,A2W3Q8OCO18HEN,7,clear_in,clear_in,clear_in,none
124,A3CAHROA74QYIE,27,clear_in,none,ambiguous,clear_in
125,A3CAHROA74QYIE,9,clear_ex,ambiguous,clear_ex,none
126,A3CAHROA74QYIE,26,clear_ex,ambiguous,ambiguous,clear_ex
127,A3CAHROA74QYIE,24,clear_ex,none,clear_in,clear_in
128,A3CAHROA74QYIE,7,none,clear_ex,ambiguous,clear_in
129,A3CAHROA74QYIE,10,ambiguous,clear_in,clear_ex,none
130,A3CAHROA74QYIE,16,clear_ex,ambiguous,none,clear_in
131,A3CAHROA74QYIE,21,clear_in,clear_in,none,none
132,A3CAHROA74QYIE,2,clear_in,none,clear_in,clear_in
133,A3CAHROA74QYIE,23,clear_in,clear_ex,clear_in,none
134,A3CAHROA74QYIE,5,clear_in,clear_ex,clear_in,clear_ex
135,A3CAHROA74QYIE,29,none,ambiguous,clear_ex,clear_ex
136,A3CAHROA74QYIE,3,clear_in,clear_ex,clear_ex,clear_ex
137,A3CAHROA74QYIE,25,clear_in,clear_ex,clear_in,clear_in
138,A3CAHROA74QYIE,13,clear_in,clear_in,clear_ex,none
139,A3CAHROA74QYIE,14,ambiguous,clear_ex,ambiguous,clear_ex
140,A3CAHROA74QYIE,6,ambiguous,clear_ex,clear_ex,clear_in
141,A3CAHROA74QYIE,1,ambiguous,clear_in,clear_ex,clear_in
142,A3CAHROA74QYIE,15,none,clear_in,clear_in,clear_in
143,A3CAHROA74QYIE,8,clear_in,clear_in,clear_in,clear_ex
144,A3CAHROA74QYIE,4,none,clear_in,none,none
145,A3CAHROA74QYIE,17,clear_ex,clear_ex,none,clear_ex
146,A3CAHROA74QYIE,20,ambiguous,clear_ex,ambiguous,clear_in
147,A3CAHROA74QYIE,22,clear_ex,clear_ex,clear_ex,clear_in
148,A3CAHROA74QYIE,28,clear_ex,clear_ex,clear_in,clear_in
149,A3CAHROA74QYIE,11,clear_ex,clear_in,ambiguous,clear_ex
150,A3CAHROA74QYIE,30,none,clear_in,ambiguous,clear_in
151,A3CAHROA74QYIE,18,clear_in,none,none,clear_in
152,A3CAHROA74QYIE,31,ambiguous,ambiguous,clear_in,none
153,A3CAHROA74QYIE,19,clear_in,ambiguous,clear_in,clear_in
154,A3CAHROA74QYIE,12,clear_in,clear_ex,clear_ex,clear_in
155,A1LLS4RSDRN8JS,6,clear_in,none,clear_in,none
156,A1LLS4RSDRN8JS,24,clear_in,none,none,none
157,A1LLS4RSDRN8JS,21,clear_in,clear_in,clear_in,none
158,A1LLS4RSDRN8JS,15,none,none,clear_in,none
159,A1LLS4RSDRN8JS,28,clear_in,clear_in,none,clear_in
160,A1LLS4RSDRN8JS,3,none,clear_in,clear_in,clear_in
161,A1LLS4RSDRN8JS,14,none,none,clear_in,clear_in
162,A1LLS4RSDRN8JS,8,none,clear_in,none,clear_in
163,A1LLS4RSDRN8JS,22,none,clear_in,clear_in,none
164,A1LLS4RSDRN8JS,30,clear_in,clear_in,clear_in,clear_in
165,A1LLS4RSDRN8JS,27,clear_in,none,clear_in,clear_in
166,A1LLS4RSDRN8JS,10,none,clear_in,none,none
167,A1LLS4RSDRN8JS,11,clear_in,clear_in,none,none
168,A1LLS4RSDRN8JS,26,clear_in,none,none,clear_in
169,A1LLS4RSDRN8JS,1,clear_in,clear_in,none,clear_in
170,A1LLS4RSDRN8JS,19,none,clear_in,clear_in,clear_in
171,A1LLS4RSDRN8JS,16,clear_in,clear_in,none,none
172,A1LLS4RSDRN8JS,29,clear_in,none,clear_in,none
173,A1LLS4RSDRN8JS,18,none,none,clear_in,clear_in
174,A1LLS4RSDRN8JS,25,none,clear_in,none,none
175,A1LLS4RSDRN8JS,7,none,clear_in,clear_in,none
176,A1LLS4RSDRN8JS,23,clear_in,none,none,clear_in
177,A1LLS4RSDRN8JS,5,clear_in,none,clear_in,clear_in
178,A1LLS4RSDRN8JS,17,clear_in,none,none,none
179,A1LLS4RSDRN8JS,2,none,none,clear_in,none
180,A1LLS4RSDRN8JS,9,none,clear_in,none,clear_in
181,A1LLS4RSDRN8JS,12,clear_in,clear_in,clear_in,none
182,A1LLS4RSDRN8JS,4,clear_in,clear_in,clear_in,clear_in
183,A1LLS4RSDRN8JS,31,none,none,clear_in,none
184,A1LLS4RSDRN8JS,20,none,clear_in,none,none
185,A1LLS4RSDRN8JS,13,clear_in,none,clear_in,clear_in
186,A3QJKATIZJ9NV2,12,clear_ex,none,clear_ex,clear_in
187,A3QJKATIZJ9NV2,6,none,clear_in,clear_in,none
188,A3QJKATIZJ9NV2,26,ambiguous,none,clear_ex,clear_in
189,A3QJKATIZJ9NV2,20,ambiguous,clear_in,none,clear_in
190,A3QJKATIZJ9NV2,18,clear_ex,clear_in,clear_ex,clear_in
191,A3QJKATIZJ9NV2,3,clear_ex,ambiguous,ambiguous,clear_in
192,A3QJKATIZJ9NV2,21,clear_in,ambiguous,clear_in,clear_in
193,A3QJKATIZJ9NV2,15,clear_in,clear_ex,clear_ex,clear_in
194,A3QJKATIZJ9NV2,9,ambiguous,clear_in,ambiguous,clear_in
195,A3QJKATIZJ9NV2,31,none,clear_ex,clear_in,clear_in
196,A3QJKATIZJ9NV2,22,ambiguous,clear_in,clear_ex,clear_in
197,A3QJKATIZJ9NV2,23,clear_ex,none,clear_in,clear_in
198,A3QJKATIZJ9NV2,7,clear_in,none,ambiguous,clear_in
199,A3QJKATIZJ9NV2,24,ambiguous,ambiguous,ambiguous,clear_in
200,A3QJKATIZJ9NV2,30,ambiguous,clear_ex,clear_in,none
201,A3QJKATIZJ9NV2,2,ambiguous,clear_in,ambiguous,none
202,A3QJKATIZJ9NV2,1,ambiguous,clear_ex,clear_ex,none
203,A3QJKATIZJ9NV2,13,ambiguous,clear_ex,clear_in,clear_ex
204,A3QJKATIZJ9NV2,5,clear_ex,clear_ex,none,clear_in
205,A3QJKATIZJ9NV2,17,ambiguous,clear_in,none,none
206,A3QJKATIZJ9NV2,28,none,clear_ex,ambiguous,none
207,A3QJKATIZJ9NV2,19,ambiguous,none,clear_ex,clear_ex
208,A3QJKATIZJ9NV2,10,none,ambiguous,ambiguous,none
209,A3QJKATIZJ9NV2,11,ambiguous,none,none,none
210,A3QJKATIZJ9NV2,14,none,none,none,none
211,A3QJKATIZJ9NV2,29,clear_in,none,clear_ex,clear_ex
212,A3QJKATIZJ9NV2,8,clear_in,ambiguous,ambiguous,clear_ex
213,A3QJKATIZJ9NV2,4,none,none,clear_ex,clear_in
214,A3QJKATIZJ9NV2,16,clear_ex,clear_in,clear_in,none
215,A3QJKATIZJ9NV2,25,clear_in,ambiguous,none,clear_in
216,A3QJKATIZJ9NV2,27,ambiguous,clear_ex,none,clear_in
217,A8UJNIY9R8S7W,23,none,none,clear_in,clear_in
218,A8UJNIY9R8S7W,31,none,clear_in,ambiguous,none
219,A8UJNIY9R8S7W,12,none,none,clear_in,none
220,A8UJNIY9R8S7W,16,clear_in,ambiguous,clear_in,none
221,A8UJNIY9R8S7W,25,clear_ex,clear_in,ambiguous,clear_in
222,A8UJNIY9R8S7W,21,clear_ex,clear_in,ambiguous,clear_ex
223,A8UJNIY9R8S7W,18,clear_in,clear_ex,ambiguous,clear_ex
224,A8UJNIY9R8S7W,24,clear_ex,ambiguous,clear_in,clear_ex
225,A8UJNIY9R8S7W,29,clear_in,none,none,clear_in
226,A8UJNIY9R8S7W,28,clear_in,ambiguous,clear_in,clear_in
227,A8UJNIY9R8S7W,14,none,clear_ex,clear_in,none
228,A8UJNIY9R8S7W,13,none,clear_in,clear_in,clear_ex
229,A8UJNIY9R8S7W,6,clear_in,ambiguous,clear_ex,clear_ex
230,A8UJNIY9R8S7W,19,clear_in,ambiguous,clear_ex,none
231,A8UJNIY9R8S7W,22,ambiguous,clear_in,none,none
232,A8UJNIY9R8S7W,30,clear_in,clear_in,none,clear_in
233,A8UJNIY9R8S7W,3,none,ambiguous,clear_in,clear_ex
234,A8UJNIY9R8S7W,26,clear_in,none,ambiguous,clear_ex
235,A8UJNIY9R8S7W,10,none,none,clear_in,clear_ex
236,A8UJNIY9R8S7W,7,clear_ex,clear_in,none,clear_in
237,A8UJNIY9R8S7W,8,clear_in,clear_in,ambiguous,clear_ex
238,A8UJNIY9R8S7W,1,clear_in,ambiguous,none,none
239,A8UJNIY9R8S7W,11,clear_in,none,clear_ex,none
240,A8UJNIY9R8S7W,5,clear_in,none,ambiguous,none
241,A8UJNIY9R8S7W,27,none,clear_in,clear_in,none
242,A8UJNIY9R8S7W,15,clear_in,ambiguous,ambiguous,clear_in
243,A8UJNIY9R8S7W,2,none,clear_in,clear_in,clear_in
244,A8UJNIY9R8S7W,17,clear_in,ambiguous,none,clear_ex
245,A8UJNIY9R8S7W,20,clear_ex,clear_in,clear_in,clear_in
246,A8UJNIY9R8S7W,9,clear_ex,clear_ex,clear_in,clear_in
247,A8UJNIY9R8S7W,4,ambiguous,clear_in,ambiguous,clear_in
248,A3VZ5K4RRT6NN8,25,clear_in,clear_in,clear_ex,clear_in
249,A3VZ5K4RRT6NN8,3,none,clear_in,clear_in,none
250,A3VZ5K4RRT6NN8,16,none,clear_ex,clear_in,none
251,A3VZ5K4RRT6NN8,10,clear_in,none,clear_in,none
252,A3VZ5K4RRT6NN8,30,clear_ex,ambiguous,clear_in,clear_in
253,A3VZ5K4RRT6NN8,4,ambiguous,none,clear_in,clear_ex
254,A3VZ5K4RRT6NN8,17,clear_ex,clear_in,ambiguous,none
255,A3VZ5K4RRT6NN8,15,none,ambiguous,clear_in,clear_in
256,A3VZ5K4RRT6NN8,20,ambiguous,ambiguous,clear_in,clear_ex
257,A3VZ5K4RRT6NN8,26,none,clear_ex,clear_in,clear_in
258,A3VZ5K4RRT6NN8,14,clear_in,clear_ex,clear_in,none
259,A3VZ5K4RRT6NN8,13,none,clear_in,clear_in,clear_in
260,A3VZ5K4RRT6NN8,12,clear_in,clear_in,ambiguous,clear_ex
261,A3VZ5K4RRT6NN8,22,clear_ex,clear_in,ambiguous,clear_in
262,A3VZ5K4RRT6NN8,6,clear_in,clear_ex,clear_in,clear_in
263,A3VZ5K4RRT6NN8,1,ambiguous,clear_in,clear_ex,clear_in
264,A3VZ5K4RRT6NN8,29,clear_ex,clear_in,clear_in,clear_in
265,A3VZ5K4RRT6NN8,27,clear_in,none,none,clear_in
266,A3VZ5K4RRT6NN8,18,clear_in,none,clear_ex,clear_in
267,A3VZ5K4RRT6NN8,24,none,none,clear_in,none
268,A3VZ5K4RRT6NN8,31,clear_ex,clear_in,clear_in,clear_ex
269,A3VZ5K4RRT6NN8,11,clear_ex,clear_in,clear_ex,clear_in
270,A3VZ5K4RRT6NN8,21,clear_ex,ambiguous,clear_in,clear_ex
271,A3VZ5K4RRT6NN8,8,clear_in,none,clear_ex,none
272,A3VZ5K4RRT6NN8,9,clear_in,clear_in,none,clear_ex
273,A3VZ5K4RRT6NN8,2,clear_in,ambiguous,none,none
274,A3VZ5K4RRT6NN8,19,clear_in,none,clear_in,clear_ex
275,A3VZ5K4RRT6NN8,28,clear_in,clear_in,clear_ex,none
276,A3VZ5K4RRT6NN8,5,clear_in,ambiguous,clear_in,clear_ex
277,A3VZ5K4RRT6NN8,23,ambiguous,clear_in,none,clear_in
278,A3VZ5K4RRT6NN8,7,clear_ex,clear_ex,clear_in,clear_in
279,A2XP1TT59KNAHG,8,none,none,clear_ex,clear_ex
280,A2XP1TT59KNAHG,20,clear_ex,clear_in,clear_ex,clear_ex
281,A2XP1TT59KNAHG,16,clear_in,clear_in,clear_in,clear_ex
282,A2XP1TT59KNAHG,30,clear_in,clear_ex,clear_ex,clear_in
283,A2XP1TT59KNAHG,11,clear_in,ambiguous,none,none
284,A2XP1TT59KNAHG,22,clear_in,clear_ex,none,clear_in
285,A2XP1TT59KNAHG,28,none,none,clear_in,clear_in
286,A2XP1TT59KNAHG,3,ambiguous,clear_ex,clear_ex,clear_in
287,A2XP1TT59KNAHG,26,clear_in,ambiguous,clear_ex,none
288,A2XP1TT59KNAHG,13,none,clear_ex,none,clear_in
289,A2XP1TT59KNAHG,15,clear_in,clear_in,clear_ex,clear_ex
290,A2XP1TT59KNAHG,23,none,none,none,none
291,A2XP1TT59KNAHG,4,clear_ex,none,clear_ex,clear_in
292,A2XP1TT59KNAHG,10,none,ambiguous,ambiguous,none
293,A2XP1TT59KNAHG,12,none,clear_ex,none,clear_ex
294,A2XP1TT59KNAHG,29,clear_in,clear_in,ambiguous,clear_in
295,A2XP1TT59KNAHG,1,clear_ex,none,none,clear_ex
296,A2XP1TT59KNAHG,25,ambiguous,none,clear_ex,clear_ex
297,A2XP1TT59KNAHG,9,clear_in,clear_ex,ambiguous,clear_in
298,A2XP1TT59KNAHG,21,clear_ex,clear_in,none,clear_in
299,A2XP1TT59KNAHG,14,clear_in,ambiguous,ambiguous,none
300,A2XP1TT59KNAHG,17,none,ambiguous,clear_in,clear_in
301,A2XP1TT59KNAHG,5,none,clear_in,none,none
302,A2XP1TT59KNAHG,18,none,ambiguous,none,clear_in
303,A2XP1TT59KNAHG,6,ambiguous,clear_ex,none,clear_in
304,A2XP1TT59KNAHG,27,clear_in,ambiguous,ambiguous,clear_in
305,A2XP1TT59KNAHG,24,clear_in,clear_ex,clear_ex,none
306,A2XP1TT59KNAHG,19,none,none,clear_ex,clear_in
307,A2XP1TT59KNAHG,2,none,none,ambiguous,clear_in
308,A2XP1TT59KNAHG,31,none,clear_in,clear_ex,none
309,A2XP1TT59KNAHG,7,none,clear_ex,ambiguous,none
310,A19IYNU02HE2Z2,28,ambiguous,clear_ex,clear_in,clear_in
311,A19IYNU02HE2Z2,5,ambiguous,ambiguous,clear_in,clear_in
312,A19IYNU02HE2Z2,24,clear_in,ambiguous,none,none
313,A19IYNU02HE2Z2,27,ambiguous,clear_in,ambiguous,clear_ex
314,A19IYNU02HE2Z2,21,none,none,clear_in,clear_in
315,A19IYNU02HE2Z2,11,clear_ex,clear_in,none,clear_in
316,A19IYNU02HE2Z2,8,none,ambiguous,clear_in,clear_in
317,A19IYNU02HE2Z2,16,clear_in,ambiguous,clear_in,none
318,A19IYNU02HE2Z2,4,clear_in,none,none,clear_in
319,A19IYNU02HE2Z2,25,none,clear_in,clear_ex,none
320,A19IYNU02HE2Z2,7,clear_in,clear_in,none,clear_in
321,A19IYNU02HE2Z2,19,clear_in,clear_in,clear_in,clear_ex
322,A19IYNU02HE2Z2,15,ambiguous,ambiguous,clear_in,clear_ex
323,A19IYNU02HE2Z2,13,clear_in,clear_in,ambiguous,clear_in
324,A19IYNU02HE2Z2,10,clear_in,none,none,none
325,A19IYNU02HE2Z2,2,clear_in,ambiguous,ambiguous,none
326,A19IYNU02HE2Z2,30,clear_in,clear_ex,none,none
327,A19IYNU02HE2Z2,22,clear_ex,clear_in,clear_in,clear_in
328,A19IYNU02HE2Z2,1,clear_in,clear_ex,ambiguous,clear_ex
329,A19IYNU02HE2Z2,29,clear_in,clear_ex,clear_in,clear_ex
330,A19IYNU02HE2Z2,9,none,ambiguous,clear_in,none
331,A19IYNU02HE2Z2,20,ambiguous,none,clear_in,clear_in
332,A19IYNU02HE2Z2,31,clear_in,ambiguous,clear_ex,clear_ex
333,A19IYNU02HE2Z2,23,ambiguous,clear_in,clear_in,none
334,A19IYNU02HE2Z2,18,none,clear_in,none,clear_ex
335,A19IYNU02HE2Z2,6,clear_in,clear_in,clear_ex,none
336,A19IYNU02HE2Z2,12,none,clear_in,clear_in,clear_ex
337,A19IYNU02HE2Z2,17,clear_in,none,clear_in,clear_in
338,A19IYNU02HE2Z2,14,ambiguous,clear_in,none,clear_in
339,A19IYNU02HE2Z2,3,none,clear_in,none,none
340,A19IYNU02HE2Z2,26,ambiguous,none,clear_in,none
341,A3XP7CO1MN1TK,2,clear_in,clear_in,ambiguous,none
342,A3XP7CO1MN1TK,31,clear_in,ambiguous,clear_in,clear_ex
343,A3XP7CO1MN1TK,16,clear_in,none,ambiguous,clear_ex
344,A3XP7CO1MN1TK,25,none,clear_in,clear_ex,clear_in
345,A3XP7CO1MN1TK,18,clear_in,clear_in,ambiguous,clear_ex
346,A3XP7CO1MN1TK,14,none,ambiguous,clear_in,clear_in
347,A3XP7CO1MN1TK,26,clear_in,none,none,none
348,A3XP7CO1MN1TK,7,clear_ex,ambiguous,clear_in,clear_ex
349,A3XP7CO1MN1TK,15,clear_in,none,ambiguous,clear_in
350,A3XP7CO1MN1TK,6,clear_ex,clear_in,none,none
351,A3XP7CO1MN1TK,21,ambiguous,clear_in,clear_in,clear_ex
352,A3XP7CO1MN1TK,30,clear_in,clear_ex,clear_ex,clear_in
353,A3XP7CO1MN1TK,19,none,clear_in,clear_in,none
354,A3XP7CO1MN1TK,13,clear_in,clear_ex,ambiguous,clear_in
355,A3XP7CO1MN1TK,23,clear_ex,clear_in,clear_in,clear_in
356,A3XP7CO1MN1TK,24,clear_in,ambiguous,none,clear_ex
357,A3XP7CO1MN1TK,28,ambiguous,none,clear_in,clear_in
358,A3XP7CO1MN1TK,5,clear_in,ambiguous,ambiguous,clear_in
359,A3XP7CO1MN1TK,4,clear_in,clear_in,clear_ex,clear_ex
360,A3XP7CO1MN1TK,3,clear_in,none,clear_in,none
361,A3XP7CO1MN1TK,8,clear_in,none,none,clear_ex
362,A3XP7CO1MN1TK,22,clear_in,clear_ex,ambiguous,clear_ex
363,A3XP7CO1MN1TK,29,ambiguous,clear_in,ambiguous,none
364,A3XP7CO1MN1TK,10,clear_in,clear_ex,ambiguous,none
365,A3XP7CO1MN1TK,9,clear_in,clear_in,clear_in,clear_in
366,A3XP7CO1MN1TK,12,clear_ex,clear_in,clear_in,clear_ex
367,A3XP7CO1MN1TK,11,clear_in,none,ambiguous,none
368,A3XP7CO1MN1TK,17,none,clear_in,ambiguous,clear_ex
369,A3XP7CO1MN1TK,1,clear_in,clear_ex,clear_in,clear_ex
370,A3XP7CO1MN1TK,27,ambiguous,clear_in,ambiguous,clear_ex
371,A3XP7CO1MN1TK,20,clear_in,ambiguous,none,clear_in
372,A26M997VYVK0E6,1,ambiguous,clear_in,clear_in,clear_in
373,A26M997VYVK0E6,6,ambiguous,ambiguous,ambiguous,clear_ex
374,A26M997VYVK0E6,14,clear_in,none,ambiguous,none
375,A26M997VYVK0E6,18,clear_in,clear_ex,clear_ex,none
376,A26M997VYVK0E6,24,clear_ex,clear_in,clear_ex,clear_ex
377,A26M997VYVK0E6,19,ambiguous,ambiguous,none,none
378,A26M997VYVK0E6,5,none,ambiguous,ambiguous,none
379,A26M997VYVK0E6,11,clear_in,clear_ex,ambiguous,none
380,A26M997VYVK0E6,8,ambiguous,ambiguous,clear_ex,clear_in
381,A26M997VYVK0E6,16,clear_ex,ambiguous,clear_in,none
382,A26M997VYVK0E6,20,none,ambiguous,ambiguous,clear_ex
383,A26M997VYVK0E6,28,clear_ex,ambiguous,clear_ex,none
384,A26M997VYVK0E6,29,none,none,none,clear_in
385,A26M997VYVK0E6,22,clear_ex,clear_ex,none,clear_ex
386,A26M997VYVK0E6,13,none,clear_ex,clear_in,clear_ex
387,A26M997VYVK0E6,26,ambiguous,clear_ex,clear_ex,clear_in
388,A26M997VYVK0E6,2,ambiguous,clear_ex,clear_in,none
389,A26M997VYVK0E6,31,clear_in,clear_in,clear_in,clear_ex
390,A26M997VYVK0E6,30,clear_in,none,clear_ex,clear_in
391,A26M997VYVK0E6,4,none,clear_in,none,none
392,A26M997VYVK0E6,10,clear_ex,clear_ex,clear_ex,clear_in
393,A26M997VYVK0E6,7,ambiguous,ambiguous,none,clear_ex
394,A26M997VYVK0E6,12,ambiguous,clear_in,clear_ex,none
395,A26M997VYVK0E6,21,clear_ex,ambiguous,none,none
396,A26M997VYVK0E6,17,clear_ex,clear_in,ambiguous,none
397,A26M997VYVK0E6,23,clear_ex,clear_in,ambiguous,clear_ex
398,A26M997VYVK0E6,25,ambiguous,none,clear_ex,clear_in
399,A26M997VYVK0E6,3,ambiguous,none,ambiguous,none
400,A26M997VYVK0E6,27,ambiguous,ambiguous,none,clear_in
401,A26M997VYVK0E6,9,clear_ex,none,clear_ex,none
402,A26M997VYVK0E6,15,clear_ex,ambiguous,ambiguous,none
403,AD5XOLO965T04,15,clear_in,none,none,none
404,AD5XOLO965T04,4,none,clear_in,clear_in,none
