,uid,scenario,physical,document,witness,character
91,A3SD02HCW68EUL,3,none,ambiguous,clear_ex,clear_in
92,A3SD02HCW68EUL,7,clear_ex,ambiguous,ambiguous,clear_in
93,A3JLE2LJ5I17E2,19,none,clear_in,clear_in,clear_in
94,A3JLE2LJ5I17E2,2,ambiguous,clear_ex,ambiguous,clear_in
95,A3JLE2LJ5I17E2,21,ambiguous,none,none,clear_in
96,A3JLE2LJ5I17E2,16,ambiguous,clear_in,clear_ex,clear_in
97,A3JLE2LJ5I17E2,24,clear_ex,ambiguous,clear_ex,clear_ex
98,A3JLE2LJ5I17E2,28,clear_in,none,clear_ex,clear_in
99,A3JLE2LJ5I17E2,15,clear_in,none,ambiguous,none
100,A3JLE2LJ5I17E2,20,clear_ex,clear_ex,ambiguous,none
101,A3JLE2LJ5I17E2,7,clear_ex,clear_in,none,clear_in
102,A3JLE2LJ5I17E2,26,clear_ex,none,ambiguous,clear_in
103,A3JLE2LJ5I17E2,10,clear_ex,ambiguous,none,clear_in
104,A3JLE2LJ5I17E2,9,clear_ex,clear_ex,clear_in,clear_ex
105,A3JLE2LJ5I17E2,18,none,none,ambiguous,none
106,A3JLE2LJ5I17E2,11,ambiguous,ambiguous,clear_in,clear_in
107,A3JLE2LJ5I17E2,17,clear_in,ambiguous,clear_ex,none
108,A3JLE2LJ5I17E2,23,none,none,ambiguous,clear_ex
109,A3JLE2LJ5I17E2,6,ambiguous,clear_in,none,none
110,A3JLE2LJ5I17E2,8,none,ambiguous,clear_in,clear_in
111,A3JLE2LJ5I17E2,29,clear_ex,clear_ex,none,clear_in
112,A3JLE2LJ5I17E2,30,none,clear_ex,clear_ex,clear_ex
113,A3JLE2LJ5I17E2,3,clear_in,none,clear_in,clear_in
114,A3JLE2LJ5I17E2,22,ambiguous,clear_ex,clear_in,clear_ex
115,A3JLE2LJ5I17E2,27,clear_ex,none,clear_in,clear_in
116,A3JLE2LJ5I17E2,31,clear_in,clear_ex,clear_in,clear_in
117,A3JLE2LJ5I17E2,5,none,none,clear_ex,none
118,A3JLE2LJ5I17E2,4,none,clear_in,clear_in,clear_ex
119,A3JLE2LJ5I17E2,1,clear_in,ambiguous,ambiguous,clear_in
120,A3JLE2LJ5I17E2,12,none,none,clear_in,clear_ex
121,A3JLE2LJ5I17E2,25,none,clear_in,none,clear_in
122,A3JLE2LJ5I17E2,13,none,clear_in,clear_in,none
123,A3JLE2LJ5I17E2,14,clear_in,none,none,clear_ex
124,A27OFZ8AKEIQ0K,20,ambiguous,ambiguous,ambiguous,clear_ex
125,A27OFZ8AKEIQ0K,16,ambiguous,clear_in,clear_ex,clear_in
126,A27OFZ8AKEIQ0K,23,clear_ex,none,clear_in,clear_in
127,A27OFZ8AKEIQ0K,13,clear_in,clear_in,none,clear_in
128,A27OFZ8AKEIQ0K,26,ambiguous,clear_ex,none,clear_ex
129,A27OFZ8AKEIQ0K,30,none,clear_in,clear_ex,none
130,A27OFZ8AKEIQ0K,22,clear_ex,clear_ex,ambiguous,none
131,A27OFZ8AKEIQ0K,19,clear_in,ambiguous,none,clear_ex
132,A27OFZ8AKEIQ0K,25,clear_in,none,clear_ex,none
133,A27OFZ8AKEIQ0K,1,none,none,none,clear_ex
134,A27OFZ8AKEIQ0K,7,clear_ex,ambiguous,ambiguous,clear_ex
135,A27OFZ8AKEIQ0K,12,none,ambiguous,none,clear_ex
136,A27OFZ8AKEIQ0K,6,none,none,clear_ex,none
137,A27OFZ8AKEIQ0K,11,clear_ex,ambiguous,clear_ex,clear_ex
138,A27OFZ8AKEIQ0K,27,clear_ex,clear_in,none,none
139,A27OFZ8AKEIQ0K,3,clear_ex,clear_ex,clear_ex,clear_ex
140,A27OFZ8AKEIQ0K,4,clear_in,ambiguous,clear_in,clear_in
141,A27OFZ8AKEIQ0K,29,none,ambiguous,clear_ex,clear_ex
142,A27OFZ8AKEIQ0K,2,ambiguous,none,clear_in,clear_in
143,A27OFZ8AKEIQ0K,10,none,ambiguous,none,clear_in
144,A27OFZ8AKEIQ0K,24,ambiguous,ambiguous,clear_in,clear_in
145,A27OFZ8AKEIQ0K,21,clear_in,ambiguous,clear_in,none
146,A27OFZ8AKEIQ0K,31,none,none,clear_ex,clear_ex
147,A27OFZ8AKEIQ0K,9,ambiguous,none,clear_ex,none
148,A27OFZ8AKEIQ0K,18,ambiguous,none,none,clear_ex
149,A27OFZ8AKEIQ0K,15,none,clear_ex,clear_ex,clear_ex
150,A27OFZ8AKEIQ0K,5,clear_ex,clear_ex,clear_in,clear_in
151,A27OFZ8AKEIQ0K,8,ambiguous,clear_in,ambiguous,none
152,A27OFZ8AKEIQ0K,17,ambiguous,clear_in,none,clear_in
153,A27OFZ8AKEIQ0K,14,clear_in,none,ambiguous,none
154,A27OFZ8AKEIQ0K,28,clear_in,ambiguous,none,none
155,A2YGOORS5N9RW8,6,ambiguous,ambiguous,none,clear_in
156,A2YGOORS5N9RW8,28,none,clear_ex,none,clear_in
157,A2YGOORS5N9RW8,14,none,none,clear_in,none
158,A2YGOORS5N9RW8,2,clear_ex,ambiguous,clear_ex,none
159,A2YGOORS5N9RW8,19,none,ambiguous,ambiguous,none
160,A2YGOORS5N9RW8,3,ambiguous,none,ambiguous,clear_ex
161,A2YGOORS5N9RW8,29,ambiguous,none,clear_ex,none
162,A2YGOORS5N9RW8,11,clear_in,ambiguous,none,clear_ex
163,A2YGOORS5N9RW8,26,clear_ex,none,none,clear_ex
164,A2YGOORS5N9RW8,23,clear_in,none,clear_in,clear_in
165,A2YGOORS5N9RW8,30,clear_in,clear_in,clear_in,clear_in
166,A2YGOORS5N9RW8,1,ambiguous,clear_ex,none,clear_in
167,A2YGOORS5N9RW8,20,ambiguous,none,clear_ex,clear_ex
168,A2YGOORS5N9RW8,27,clear_in,clear_in,none,none
169,A2YGOORS5N9RW8,21,ambiguous,clear_in,clear_in,none
170,A2YGOORS5N9RW8,18,none,clear_in,none,clear_in
171,A2YGOORS5N9RW8,24,clear_ex,ambiguous,clear_in,none
172,A2YGOORS5N9RW8,31,none,ambiguous,clear_ex,none
173,A2YGOORS5N9RW8,9,clear_in,clear_ex,clear_ex,clear_ex
174,A2YGOORS5N9RW8,13,clear_ex,clear_ex,ambiguous,clear_in
175,A2YGOORS5N9RW8,25,clear_in,clear_ex,ambiguous,clear_ex
176,A2YGOORS5N9RW8,7,ambiguous,ambiguous,none,none
177,A2YGOORS5N9RW8,16,none,clear_ex,none,clear_ex
178,A2YGOORS5N9RW8,22,clear_ex,clear_in,clear_in,none
179,A2YGOORS5N9RW8,15,ambiguous,none,clear_in,clear_ex
180,A2YGOORS5N9RW8,12,ambiguous,clear_in,clear_ex,clear_in
181,A2YGOORS5N9RW8,4,clear_in,none,clear_ex,none
182,A2YGOORS5N9RW8,5,none,none,none,clear_ex
183,A2YGOORS5N9RW8,10,clear_in,ambiguous,clear_ex,clear_ex
184,A2YGOORS5N9RW8,8,ambiguous,clear_in,none,none
185,A2YGOORS5N9RW8,17,clear_in,none,clear_ex,clear_in
186,AH00EJ6PK1H3A,19,clear_in,clear_in,none,none
187,AH00EJ6PK1H3A,22,clear_ex,ambiguous,clear_in,clear_in
188,AH00EJ6PK1H3A,11,clear_ex,none,clear_ex,clear_ex
189,AH00EJ6PK1H3A,25,none,clear_ex,clear_in,none
190,AH00EJ6PK1H3A,3,none,ambiguous,clear_ex,clear_ex
191,AH00EJ6PK1H3A,5,none,clear_ex,clear_in,clear_ex
192,AH00EJ6PK1H3A,27,clear_in,none,none,clear_ex
193,AH00EJ6PK1H3A,16,clear_ex,ambiguous,none,clear_in
194,AH00EJ6PK1H3A,30,ambiguous,none,none,none
195,AH00EJ6PK1H3A,17,none,ambiguous,ambiguous,clear_ex
196,AH00EJ6PK1H3A,13,none,clear_in,none,none
197,AH00EJ6PK1H3A,29,clear_in,clear_ex,ambiguous,clear_in
198,AH00EJ6PK1H3A,23,none,clear_ex,ambiguous,clear_ex
199,AH00EJ6PK1H3A,31,clear_ex,ambiguous,ambiguous,clear_in
200,AH00EJ6PK1H3A,4,clear_in,none,clear_in,none
201,AH00EJ6PK1H3A,15,ambiguous,none,none,clear_in
202,AH00EJ6PK1H3A,20,clear_in,ambiguous,ambiguous,clear_in
203,AH00EJ6PK1H3A,26,clear_ex,ambiguous,ambiguous,clear_ex
204,AH00EJ6PK1H3A,21,clear_in,clear_ex,none,clear_in
205,AH00EJ6PK1H3A,12,clear_ex,clear_in,ambiguous,clear_ex
206,AH00EJ6PK1H3A,24,none,clear_in,clear_ex,none
207,AH00EJ6PK1H3A,8,ambiguous,clear_ex,clear_in,clear_ex
208,AH00EJ6PK1H3A,9,clear_in,none,none,none
209,AH00EJ6PK1H3A,7,clear_in,clear_in,clear_in,clear_ex
210,AH00EJ6PK1H3A,18,clear_in,clear_in,clear_ex,clear_in
211,AH00EJ6PK1H3A,14,clear_ex,ambiguous,clear_ex,none
212,AH00EJ6PK1H3A,6,ambiguous,ambiguous,ambiguous,clear_ex
213,AH00EJ6PK1H3A,2,clear_in,none,ambiguous,clear_in
214,AH00EJ6PK1H3A,10,clear_ex,clear_in,none,none
215,AH00EJ6PK1H3A,1,ambiguous,clear_ex,none,clear_ex
216,AH00EJ6PK1H3A,28,clear_ex,clear_ex,ambiguous,clear_ex
217,A2XZU2LON0FYDQ,31,ambiguous,clear_in,clear_ex,none
218,A2XZU2LON0FYDQ,8,ambiguous,clear_ex,ambiguous,clear_ex
219,A2XZU2LON0FYDQ,6,clear_in,none,ambiguous,clear_ex
220,A2XZU2LON0FYDQ,2,clear_in,clear_in,none,clear_ex
221,A2XZU2LON0FYDQ,11,none,ambiguous,none,none
222,A2XZU2LON0FYDQ,21,none,clear_in,ambiguous,clear_in
223,A2XZU2LON0FYDQ,4,none,clear_ex,ambiguous,clear_in
224,A2XZU2LON0FYDQ,19,ambiguous,clear_in,clear_in,clear_in
225,A2XZU2LON0FYDQ,25,clear_ex,clear_ex,clear_ex,clear_in
226,A2XZU2LON0FYDQ,15,clear_ex,none,ambiguous,none
227,A2XZU2LON0FYDQ,13,clear_in,none,none,none
228,A2XZU2LON0FYDQ,29,clear_ex,clear_in,none,clear_ex
229,A2XZU2LON0FYDQ,1,clear_ex,ambiguous,ambiguous,clear_in
230,A2XZU2LON0FYDQ,26,ambiguous,clear_in,clear_in,none
231,A2XZU2LON0FYDQ,30,clear_in,clear_ex,clear_ex,clear_in
232,A2XZU2LON0FYDQ,17,none,none,clear_in,none
233,A2XZU2LON0FYDQ,9,none,clear_in,clear_ex,none
234,A2XZU2LON0FYDQ,7,none,clear_ex,none,clear_in
235,A2XZU2LON0FYDQ,20,ambiguous,ambiguous,ambiguous,none
236,A2XZU2LON0FYDQ,18,clear_ex,none,none,clear_in
237,A2XZU2LON0FYDQ,3,ambiguous,ambiguous,none,clear_in
238,A2XZU2LON0FYDQ,24,none,clear_in,clear_in,clear_ex
239,A2XZU2LON0FYDQ,28,clear_ex,clear_ex,ambiguous,clear_ex
240,A2XZU2LON0FYDQ,23,clear_ex,clear_in,none,clear_in
241,A2XZU2LON0FYDQ,10,ambiguous,none,ambiguous,none
242,A2XZU2LON0FYDQ,5,clear_in,clear_in,ambiguous,clear_in
243,A2XZU2LON0FYDQ,16,none,ambiguous,ambiguous,clear_in
244,A2XZU2LON0FYDQ,12,clear_in,none,clear_in,none
245,A2XZU2LON0FYDQ,22,none,ambiguous,ambiguous,clear_ex
246,A2XZU2LON0FYDQ,27,ambiguous,clear_ex,none,none
247,A2XZU2LON0FYDQ,14,none,ambiguous,none,clear_ex
248,A2UTDZAZV1DF0N,12,ambiguous,clear_ex,clear_in,none
249,A2UTDZAZV1DF0N,5,none,clear_ex,ambiguous,none
250,A2UTDZAZV1DF0N,26,clear_in,ambiguous,none,none
251,A2UTDZAZV1DF0N,29,clear_ex,none,none,none
252,A2UTDZAZV1DF0N,1,clear_in,clear_ex,none,clear_in
253,A2UTDZAZV1DF0N,22,clear_ex,clear_ex,ambiguous,clear_in
254,A2UTDZAZV1DF0N,24,none,none,clear_ex,none
255,A2UTDZAZV1DF0N,7,clear_ex,ambiguous,ambiguous,none
256,A2UTDZAZV1DF0N,16,none,clear_in,ambiguous,none
257,A2UTDZAZV1DF0N,23,none,clear_ex,clear_in,none
258,A2UTDZAZV1DF0N,14,ambiguous,clear_in,none,none
259,A2UTDZAZV1DF0N,15,clear_ex,clear_ex,clear_in,none
260,A2UTDZAZV1DF0N,28,clear_in,none,ambiguous,clear_in
261,A2UTDZAZV1DF0N,30,ambiguous,ambiguous,clear_ex,clear_ex
262,A2UTDZAZV1DF0N,13,clear_in,ambiguous,clear_ex,none
263,A2UTDZAZV1DF0N,2,none,ambiguous,none,clear_ex
264,A2UTDZAZV1DF0N,11,none,none,none,clear_in
265,A2UTDZAZV1DF0N,10,clear_ex,clear_in,clear_ex,clear_ex
266,A2UTDZAZV1DF0N,19,ambiguous,none,ambiguous,clear_in
267,A2UTDZAZV1DF0N,31,clear_ex,clear_in,ambiguous,none
268,A2UTDZAZV1DF0N,9,clear_ex,ambiguous,clear_ex,none
269,A2UTDZAZV1DF0N,20,clear_in,ambiguous,none,clear_ex
270,A2UTDZAZV1DF0N,3,none,none,clear_ex,clear_ex
271,A2UTDZAZV1DF0N,27,clear_in,clear_in,clear_ex,clear_in
272,A2UTDZAZV1DF0N,25,none,clear_ex,clear_ex,none
273,A2UTDZAZV1DF0N,17,none,ambiguous,clear_ex,none
274,A2UTDZAZV1DF0N,18,clear_in,clear_in,clear_ex,clear_ex
275,A2UTDZAZV1DF0N,4,clear_in,ambiguous,clear_in,clear_ex
276,A2UTDZAZV1DF0N,8,clear_in,clear_ex,clear_ex,none
277,A2UTDZAZV1DF0N,21,none,ambiguous,clear_in,clear_in
278,A2UTDZAZV1DF0N,6,ambiguous,clear_in,ambiguous,none
279,A2NA2OJT15COZY,8,clear_ex,none,none,clear_ex
280,A2NA2OJT15COZY,31,none,none,none,clear_in
281,A2NA2OJT15COZY,25,clear_in,none,clear_in,clear_ex
282,A2NA2OJT15COZY,7,clear_in,ambiguous,clear_in,clear_ex
283,A2NA2OJT15COZY,18,ambiguous,ambiguous,none,clear_ex
284,A2NA2OJT15COZY,30,ambiguous,ambiguous,ambiguous,clear_ex
285,A2NA2OJT15COZY,23,clear_ex,none,clear_ex,clear_ex
286,A2NA2OJT15COZY,20,none,clear_in,none,none
287,A2NA2OJT15COZY,14,clear_ex,none,clear_ex,none
288,A2NA2OJT15COZY,28,clear_in,none,none,clear_in
289,A2NA2OJT15COZY,13,none,none,clear_in,clear_in
290,A2NA2OJT15COZY,19,ambiguous,none,clear_in,clear_ex
291,A2NA2OJT15COZY,6,clear_in,clear_ex,clear_in,none
292,A2NA2OJT15COZY,12,none,none,clear_in,clear_ex
293,A2NA2OJT15COZY,27,ambiguous,clear_in,clear_in,clear_in
294,A2NA2OJT15COZY,1,none,clear_ex,clear_ex,none
295,A2NA2OJT15COZY,4,none,clear_ex,ambiguous,clear_ex
296,A2NA2OJT15COZY,11,ambiguous,clear_ex,none,clear_ex
297,A2NA2OJT15COZY,9,none,ambiguous,none,clear_ex
298,A2NA2OJT15COZY,15,ambiguous,ambiguous,clear_in,clear_in
299,A2NA2OJT15COZY,10,ambiguous,ambiguous,none,clear_in
300,A2NA2OJT15COZY,21,none,clear_ex,ambiguous,clear_in
301,A2NA2OJT15COZY,26,clear_ex,clear_in,ambiguous,clear_ex
302,A2NA2OJT15COZY,29,clear_in,clear_ex,clear_in,clear_ex
303,A2NA2OJT15COZY,16,ambiguous,ambiguous,clear_ex,clear_in
304,A2NA2OJT15COZY,17,clear_in,none,ambiguous,none
305,A2NA2OJT15COZY,22,clear_in,clear_ex,none,none
306,A2NA2OJT15COZY,3,none,none,clear_ex,none
307,A2NA2OJT15COZY,2,clear_ex,clear_ex,clear_in,clear_ex
308,A2NA2OJT15COZY,24,clear_in,clear_ex,clear_ex,clear_ex
309,A2NA2OJT15COZY,5,ambiguous,clear_in,ambiguous,clear_in
310,AIUOH9YE27PQ2,31,none,clear_in,none,clear_in
311,AIUOH9YE27PQ2,29,clear_in,clear_ex,clear_ex,clear_ex
312,AIUOH9YE27PQ2,6,clear_ex,none,none,none
313,AIUOH9YE27PQ2,22,clear_in,clear_ex,clear_in,clear_ex
314,AIUOH9YE27PQ2,2,clear_in,ambiguous,clear_in,none
315,AIUOH9YE27PQ2,7,clear_ex,clear_in,clear_ex,none
316,AIUOH9YE27PQ2,23,none,clear_in,ambiguous,clear_in
317,AIUOH9YE27PQ2,16,clear_ex,none,ambiguous,none
318,AIUOH9YE27PQ2,19,clear_in,clear_ex,clear_ex,clear_in
319,AIUOH9YE27PQ2,25,ambiguous,clear_ex,clear_in,clear_in
320,AIUOH9YE27PQ2,20,none,none,ambiguous,clear_ex
321,AIUOH9YE27PQ2,26,ambiguous,none,clear_ex,clear_ex
322,AIUOH9YE27PQ2,4,clear_in,none,clear_ex,clear_in
323,AIUOH9YE27PQ2,27,none,none,none,none
324,AIUOH9YE27PQ2,12,clear_in,ambiguous,ambiguous,clear_ex
325,AIUOH9YE27PQ2,21,none,ambiguous,clear_ex,clear_ex
326,AIUOH9YE27PQ2,24,ambiguous,none,clear_ex,clear_in
327,AIUOH9YE27PQ2,15,none,clear_ex,clear_in,clear_in
328,AIUOH9YE27PQ2,14,none,clear_in,clear_ex,clear_ex
329,AIUOH9YE27PQ2,10,clear_in,none,ambiguous,clear_ex
330,AIUOH9YE27PQ2,9,ambiguous,clear_ex,clear_ex,none
331,AIUOH9YE27PQ2,28,none,clear_ex,clear_ex,none
332,AIUOH9YE27PQ2,17,none,clear_in,clear_in,none
333,AIUOH9YE27PQ2,1,clear_ex,none,clear_ex,clear_ex
334,AIUOH9YE27PQ2,30,ambiguous,ambiguous,none,clear_ex
335,AIUOH9YE27PQ2,8,ambiguous,clear_in,none,none
336,AIUOH9YE27PQ2,5,clear_ex,clear_in,clear_in,clear_in
337,AIUOH9YE27PQ2,11,clear_ex,clear_ex,none,none
338,AIUOH9YE27PQ2,13,clear_ex,clear_ex,clear_in,clear_ex
339,AIUOH9YE27PQ2,3,clear_in,none,none,clear_ex
340,AIUOH9YE27PQ2,18,none,none,ambiguous,clear_in
341,A3HSONMX6LNZR4,24,clear_ex,clear_ex,clear_ex,clear_ex
342,A3HSONMX6LNZR4,2,ambiguous,none,ambiguous,clear_in
343,A3HSONMX6LNZR4,27,ambiguous,clear_ex,clear_in,clear_ex
344,A3HSONMX6LNZR4,25,clear_in,clear_ex,clear_ex,clear_in
345,A3HSONMX6LNZR4,14,clear_ex,clear_ex,none,none
346,A3HSONMX6LNZR4,10,clear_ex,none,none,clear_ex
347,A3HSONMX6LNZR4,1,ambiguous,clear_ex,clear_ex,none
348,A3HSONMX6LNZR4,7,ambiguous,none,none,none
349,A3HSONMX6LNZR4,21,none,none,clear_in,clear_in
350,A3HSONMX6LNZR4,8,clear_in,ambiguous,none,clear_ex
351,A3HSONMX6LNZR4,22,clear_ex,ambiguous,ambiguous,none
352,A3HSONMX6LNZR4,4,clear_ex,ambiguous,clear_in,clear_ex
353,A3HSONMX6LNZR4,20,clear_in,clear_ex,ambiguous,none
354,A3HSONMX6LNZR4,9,clear_ex,clear_in,none,clear_ex
355,A3HSONMX6LNZR4,6,none,none,none,none
356,A3HSONMX6LNZR4,12,none,clear_ex,ambiguous,clear_ex
357,A3HSONMX6LNZR4,28,clear_ex,none,clear_in,none
358,A3HSONMX6LNZR4,13,clear_ex,clear_in,ambiguous,clear_ex
359,A3HSONMX6LNZR4,19,clear_in,none,none,clear_in
360,A3HSONMX6LNZR4,26,ambiguous,clear_ex,none,clear_ex
361,A3HSONMX6LNZR4,18,ambiguous,clear_ex,clear_ex,clear_ex
362,A3HSONMX6LNZR4,11,none,clear_in,none,none
363,A3HSONMX6LNZR4,29,ambiguous,clear_in,ambiguous,clear_ex
364,A3HSONMX6LNZR4,5,clear_in,ambiguous,none,clear_in
365,A3HSONMX6LNZR4,16,clear_ex,clear_ex,clear_in,none
366,A3HSONMX6LNZR4,17,none,none,clear_ex,clear_ex
367,A3HSONMX6LNZR4,3,clear_in,none,clear_in,clear_in
368,A3HSONMX6LNZR4,15,clear_ex,none,clear_ex,clear_in
369,A3HSONMX6LNZR4,30,ambiguous,clear_in,none,clear_ex
370,A3HSONMX6LNZR4,31,none,clear_ex,none,none
371,A3HSONMX6LNZR4,23,none,none,none,clear_in
372,A1KHRQ121JTDF6,22,none,clear_in,clear_ex,clear_ex
373,A1KHRQ121JTDF6,28,none,clear_in,clear_in,none
374,A1KHRQ121JTDF6,18,clear_ex,ambiguous,clear_ex,none
375,A1KHRQ121JTDF6,10,clear_ex,ambiguous,clear_ex,clear_ex
376,A1KHRQ121JTDF6,3,none,clear_in,clear_in,clear_in
377,A1KHRQ121JTDF6,14,ambiguous,none,clear_in,clear_ex
378,A1KHRQ121JTDF6,9,clear_in,ambiguous,clear_in,none
379,A1KHRQ121JTDF6,25,none,none,clear_in,none
380,A1KHRQ121JTDF6,4,ambiguous,none,clear_ex,clear_in
381,A1KHRQ121JTDF6,21,clear_ex,none,ambiguous,clear_ex
382,A1KHRQ121JTDF6,6,clear_in,ambiguous,none,clear_ex
383,A1KHRQ121JTDF6,13,clear_ex,clear_in,ambiguous,none
